book_ref,book_date,total_amount
6BE51D,2017-07-05 11:35:00+03,65200
6BE52C,2017-08-14 02:05:00+03,20200
6BE568,2017-07-18 23:44:00+03,21400
6BE56C,2017-07-28 19:49:00+03,235800
6BE56F,2017-07-03 08:35:00+03,96800
6BE5BF,2017-08-09 23:50:00+03,270800
6BE5DE,2017-08-02 13:08:00+03,94700
6BE6DD,2017-07-16 08:58:00+03,66600
6BE74B,2017-06-29 04:15:00+03,101200
6BE755,2017-07-02 07:49:00+03,29600
6BE759,2017-07-10 04:01:00+03,35200
6BE78B,2017-08-03 05:27:00+03,25200
6BE7E8,2017-07-13 21:40:00+03,106200
6BE7EA,2017-07-16 11:00:00+03,369000
6BE802,2017-07-03 20:30:00+03,92800
6BE826,2017-07-31 05:30:00+03,68800
6BE858,2017-08-13 02:22:00+03,91200
6BE864,2017-07-09 00:08:00+03,28300
6BE892,2017-07-20 13:04:00+03,26000
6BE8F0,2017-06-29 11:21:00+03,34000
6BE95D,2017-08-08 08:22:00+03,55800
6BE994,2017-07-25 21:05:00+03,15400
6BE996,2017-07-03 22:08:00+03,132800
6BEA5F,2017-08-07 14:59:00+03,66000
6BEA6A,2017-08-14 17:22:00+03,35300
6BEA9C,2017-08-02 13:19:00+03,58600
6BEAAC,2017-07-01 05:09:00+03,18100
6BEAC7,2017-07-11 01:50:00+03,59000
6BEB0D,2017-07-04 10:58:00+03,131600
6BEB2A,2017-07-21 21:20:00+03,43200
6BEB4A,2017-07-23 06:17:00+03,289800
6BEB5B,2017-07-15 22:51:00+03,98300
6BEB80,2017-07-27 02:59:00+03,27300
6BEBC9,2017-07-28 16:12:00+03,44100
6BEC02,2017-06-27 21:13:00+03,21800
6BEC4E,2017-07-26 19:26:00+03,26000
6BEC64,2017-07-01 22:45:00+03,18000
6BECD0,2017-07-29 18:40:00+03,52000
6BECE5,2017-06-29 07:39:00+03,6700
6BED82,2017-07-07 10:00:00+03,111600
6BEDFC,2017-08-03 05:18:00+03,73400
6BEE0A,2017-07-14 11:03:00+03,335500
6BEE25,2017-08-05 02:05:00+03,71600
6BEE74,2017-06-29 12:31:00+03,92400
6BEE89,2017-07-01 10:21:00+03,396500
6BEEE7,2017-07-04 03:55:00+03,158800
6BEEF0,2017-06-27 03:37:00+03,14400
6BEF22,2017-07-23 14:32:00+03,300700
6BEF45,2017-08-15 15:07:00+03,135400
6BEF5D,2017-08-04 07:44:00+03,65900
6BEF77,2017-07-04 03:55:00+03,48800
6BEF7C,2017-07-01 11:18:00+03,39200
6BEFB4,2017-08-01 02:53:00+03,22600
6BEFB6,2017-08-07 09:38:00+03,49500
6BEFF8,2017-07-27 15:20:00+03,52700
6BF0A3,2017-07-27 09:57:00+03,111600
6BF0A8,2017-08-11 07:25:00+03,89000
6BF0C4,2017-08-11 14:42:00+03,31600
6BF0CC,2017-07-31 23:50:00+03,56600
6BF118,2017-06-27 15:47:00+03,42800
6BF168,2017-07-16 08:10:00+03,38600
6BF1BA,2017-07-11 18:33:00+03,48800
6BF1D8,2017-07-04 13:40:00+03,13700
6BF25C,2017-07-27 22:27:00+03,39300
6BF2CD,2017-07-01 05:50:00+03,124200
6BF303,2017-08-09 23:20:00+03,46800
6BF32D,2017-07-10 08:42:00+03,112000
6BF384,2017-07-26 12:12:00+03,148200
6BF4A5,2017-08-04 00:14:00+03,6300
6BF54D,2017-07-22 12:20:00+03,89600
6BF561,2017-07-10 20:03:00+03,69500
6BF566,2017-08-15 11:00:00+03,78100
6BF59C,2017-07-21 19:08:00+03,177800
6BF5B2,2017-06-28 05:09:00+03,123000
6BF5B9,2017-08-01 22:08:00+03,79600
6BF609,2017-07-16 06:09:00+03,155600
6BF7FD,2017-08-04 22:08:00+03,58600
6BF899,2017-08-15 13:35:00+03,24400
6BF8A7,2017-06-29 22:23:00+03,6700
6BF91A,2017-08-13 18:38:00+03,41200
6BF91F,2017-07-16 04:42:00+03,54800
6BF948,2017-08-08 10:22:00+03,24400
6BF962,2017-08-02 20:18:00+03,28800
6BF9A4,2017-07-11 07:22:00+03,66600
6BFA01,2017-07-04 03:00:00+03,112000
6BFA1E,2017-07-21 21:11:00+03,65500
6BFA43,2017-08-02 08:47:00+03,213200
6BFA75,2017-07-16 21:59:00+03,136600
6BFA96,2017-07-08 04:31:00+03,266400
6BFAF1,2017-07-12 22:37:00+03,23200
6BFB00,2017-08-03 13:42:00+03,53300
6BFB66,2017-07-09 17:26:00+03,246000
6BFB7E,2017-07-30 06:03:00+03,77500
6BFB93,2017-07-06 05:24:00+03,55600
6BFBBF,2017-07-24 09:35:00+03,10800
6BFC1A,2017-07-15 07:58:00+03,163700
6BFC38,2017-07-10 05:29:00+03,85000
6BFC6E,2017-07-30 13:54:00+03,47000
6BFCA6,2017-08-04 07:14:00+03,55800
6BFCDC,2017-08-12 21:14:00+03,18700
6BFCE6,2017-08-06 19:55:00+03,86300
6BFD2B,2017-07-24 07:07:00+03,75600
6BFD5A,2017-07-17 07:31:00+03,39800
6BFD7B,2017-08-11 03:35:00+03,46200
6BFD7C,2017-07-03 17:44:00+03,18600
6BFD8A,2017-07-08 07:38:00+03,75300
6BFDAD,2017-08-04 00:57:00+03,8400
6BFDEF,2017-07-27 02:38:00+03,174000
6BFE2A,2017-08-15 10:50:00+03,57500
6BFE85,2017-08-12 07:34:00+03,56900
6BFEA7,2017-08-05 19:05:00+03,28800
6BFEF4,2017-08-11 11:39:00+03,26000
6BFF55,2017-07-29 04:23:00+03,21800
6BFF6B,2017-08-11 15:12:00+03,75300
6BFF9F,2017-08-13 03:51:00+03,123000
6BFFA6,2017-07-03 18:10:00+03,22000
6C0000,2017-07-05 01:04:00+03,28000
6C0024,2017-08-08 06:35:00+03,119000
6C0037,2017-07-26 17:52:00+03,39600
6C00AD,2017-07-02 04:20:00+03,59100
6C00F1,2017-08-09 19:48:00+03,40800
6C0105,2017-08-06 10:10:00+03,35200
6C0122,2017-07-12 04:27:00+03,217600
6C0161,2017-07-22 00:30:00+03,73500
6C016A,2017-07-24 09:08:00+03,56000
6C01D1,2017-07-23 18:50:00+03,48800
6C01F2,2017-08-04 01:57:00+03,69500
6C0222,2017-08-09 09:07:00+03,232800
6C0259,2017-07-24 21:16:00+03,55900
6C02B2,2017-07-24 02:35:00+03,142400
6C0304,2017-07-02 10:29:00+03,9200
6C034E,2017-08-09 01:51:00+03,247900
6C038B,2017-07-19 12:08:00+03,146600
6C038C,2017-07-25 02:51:00+03,160800
6C03D5,2017-07-29 00:38:00+03,86300
6C03F5,2017-08-11 03:30:00+03,31100
6C03FD,2017-08-14 01:34:00+03,33400
6C0422,2017-08-07 14:08:00+03,45100
6C04C0,2017-07-19 05:49:00+03,169900
6C054D,2017-07-31 05:52:00+03,65500
6C05B7,2017-08-09 06:45:00+03,28000
6C05DA,2017-07-23 23:44:00+03,28000
6C0652,2017-07-16 19:41:00+03,54800
6C0655,2017-07-15 01:46:00+03,78800
6C065F,2017-08-10 04:55:00+03,109600
6C06DE,2017-07-14 15:46:00+03,23200
6C0711,2017-08-04 08:04:00+03,95200
6C076A,2017-08-08 11:59:00+03,47100
6C079C,2017-08-10 18:44:00+03,145400
6C07CC,2017-07-19 02:14:00+03,406700
6C08BA,2017-06-27 17:04:00+03,26000
6C08EF,2017-07-09 03:52:00+03,66800
6C0909,2017-07-05 06:26:00+03,405200
6C0975,2017-07-27 03:31:00+03,58100
6C0995,2017-08-06 10:55:00+03,78300
6C09A3,2017-07-10 13:30:00+03,73600
6C09B0,2017-07-29 14:04:00+03,99200
6C09FD,2017-07-17 04:32:00+03,52100
6C0A0B,2017-08-11 07:28:00+03,62800
6C0A1D,2017-08-12 01:03:00+03,28300
6C0A47,2017-08-11 20:52:00+03,26800
6C0AB8,2017-08-14 20:14:00+03,24400
6C0AE4,2017-07-18 06:35:00+03,92700
6C0AEF,2017-07-23 00:47:00+03,99200
6C0AFA,2017-07-10 02:07:00+03,79900
6C0B11,2017-07-08 12:13:00+03,102100
6C0B5D,2017-07-14 03:33:00+03,139500
6C0B6D,2017-07-22 10:20:00+03,134600
6C0BFF,2017-07-30 09:56:00+03,95600
6C0C11,2017-07-04 09:21:00+03,174000
6C0C21,2017-07-19 09:01:00+03,24800
6C0C29,2017-07-11 04:18:00+03,40600
6C0C34,2017-08-13 11:39:00+03,21400
6C0D7D,2017-07-19 15:57:00+03,13000
6C0D96,2017-08-08 14:00:00+03,57800
6C0DB2,2017-06-26 11:46:00+03,58400
6C0DD0,2017-07-16 08:13:00+03,133200
6C0DFD,2017-08-10 05:12:00+03,62800
6C0E20,2017-08-05 18:59:00+03,58900
6C0E2C,2017-08-08 18:59:00+03,18800
6C0E4B,2017-08-08 10:55:00+03,38800
6C0E76,2017-08-07 13:28:00+03,28000
6C0F8F,2017-08-08 15:27:00+03,89200
6C0F91,2017-07-31 10:26:00+03,40800
6C0FB3,2017-08-06 11:12:00+03,112100
6C0FCF,2017-07-06 12:39:00+03,24300
6C0FD1,2017-06-30 18:28:00+03,116700
6C1034,2017-08-06 06:13:00+03,86600
6C1084,2017-08-10 17:38:00+03,22100
6C10FA,2017-07-21 21:26:00+03,46400
6C115A,2017-07-18 07:20:00+03,36200
6C11D0,2017-07-07 21:01:00+03,492000
6C1225,2017-07-18 07:09:00+03,43900
6C1235,2017-07-28 00:06:00+03,50800
6C1246,2017-07-31 10:55:00+03,73100
6C1346,2017-07-10 16:12:00+03,59200
6C1374,2017-06-30 05:29:00+03,181000
6C1383,2017-07-26 18:43:00+03,24400
6C1415,2017-08-07 07:40:00+03,55800
6C148C,2017-08-07 15:00:00+03,154800
6C14A3,2017-07-12 04:30:00+03,78600
6C14FB,2017-07-05 13:15:00+03,92900
6C1585,2017-08-01 16:34:00+03,8400
6C1589,2017-08-15 12:00:00+03,16400
6C15CD,2017-07-22 19:22:00+03,8000
6C15E5,2017-08-12 02:49:00+03,14100
6C1618,2017-07-12 07:04:00+03,17800
6C163A,2017-08-05 15:39:00+03,12400
6C1666,2017-08-12 23:29:00+03,133100
6C16E6,2017-07-23 21:16:00+03,136200
6C1709,2017-07-04 22:40:00+03,103900
6C1717,2017-07-19 01:47:00+03,28800
6C172E,2017-08-05 13:13:00+03,12400
6C1769,2017-07-01 18:28:00+03,139500
6C1778,2017-08-05 01:59:00+03,18600
6C1787,2017-07-21 17:27:00+03,246000
6C17D8,2017-07-18 19:58:00+03,24700
6C1824,2017-07-06 11:32:00+03,40800
6C182D,2017-07-17 22:55:00+03,8200
6C187F,2017-08-13 01:42:00+03,26700
6C18D4,2017-08-01 00:46:00+03,66600
6C1918,2017-08-04 16:59:00+03,23400
6C191F,2017-08-08 21:20:00+03,82900
6C1A22,2017-07-26 14:44:00+03,21400
6C1A46,2017-07-30 17:49:00+03,118600
6C1A47,2017-08-03 15:04:00+03,62000
6C1AE7,2017-07-26 14:42:00+03,114500
6C1B05,2017-07-08 05:08:00+03,29200
6C1BB2,2017-07-19 16:33:00+03,62900
6C1C2D,2017-07-15 11:36:00+03,62600
6C1C45,2017-07-07 11:47:00+03,201200
6C1C5E,2017-08-07 00:46:00+03,77000
6C1CA4,2017-07-27 12:09:00+03,36200
6C1CA9,2017-08-10 16:18:00+03,70700
6C1CDE,2017-07-09 11:09:00+03,23600
6C1D6D,2017-07-09 05:33:00+03,12600
6C1D96,2017-08-12 19:18:00+03,66200
6C1DF3,2017-07-19 22:24:00+03,33300
6C1E6C,2017-07-17 03:52:00+03,28000
6C1E75,2017-07-02 16:11:00+03,30000
6C1EE5,2017-07-21 05:50:00+03,57400
6C1FA1,2017-07-06 04:38:00+03,25200
6C1FB0,2017-08-05 16:26:00+03,63500
6C1FCF,2017-08-14 10:59:00+03,70500
6C1FD4,2017-07-14 02:48:00+03,207200
6C20D9,2017-07-25 14:23:00+03,69500
6C20DE,2017-08-15 17:38:00+03,97500
6C21B4,2017-08-12 21:26:00+03,40800
6C21B8,2017-07-28 15:04:00+03,159200
6C21BC,2017-07-16 21:24:00+03,29600
6C225C,2017-07-09 17:56:00+03,46200
6C226B,2017-07-14 21:45:00+03,108100
6C226E,2017-07-17 02:24:00+03,25200
6C2274,2017-07-31 14:29:00+03,18800
6C228A,2017-08-10 19:48:00+03,18900
6C22AE,2017-08-10 19:22:00+03,38800
6C2308,2017-07-16 02:02:00+03,139300
6C2355,2017-08-15 08:08:00+03,32700
6C2371,2017-07-06 16:39:00+03,42800
6C23EC,2017-08-07 12:21:00+03,69100
6C2454,2017-07-07 12:55:00+03,120300
6C245C,2017-07-23 13:34:00+03,34000
6C247B,2017-07-06 17:04:00+03,134900
6C250A,2017-08-14 18:27:00+03,198900
6C2554,2017-08-15 04:29:00+03,114900
6C25B5,2017-07-28 15:06:00+03,8400
6C2627,2017-07-12 02:05:00+03,74800
6C269D,2017-07-10 07:37:00+03,234800
6C26C0,2017-07-04 11:49:00+03,75300
6C2719,2017-07-28 04:28:00+03,29000
6C2798,2017-07-20 08:40:00+03,183300
6C27DF,2017-07-31 11:46:00+03,55800
6C280D,2017-08-10 11:57:00+03,47200
6C289D,2017-07-11 23:53:00+03,22000
6C289E,2017-07-20 04:52:00+03,37900
6C28D9,2017-08-02 13:52:00+03,233800
6C28DA,2017-08-04 22:01:00+03,57600
6C2941,2017-07-22 12:59:00+03,21400
6C29D2,2017-07-05 06:07:00+03,32200
6C29D6,2017-08-15 12:27:00+03,285600
6C29DD,2017-07-21 08:18:00+03,11700
6C2A14,2017-08-02 23:41:00+03,54800
6C2A3C,2017-06-28 13:53:00+03,66900
6C2A62,2017-08-13 03:27:00+03,142800
6C2AFB,2017-07-29 23:11:00+03,63500
6C2B39,2017-07-24 17:22:00+03,132800
6C2B44,2017-07-05 14:05:00+03,28800
6C2B9A,2017-07-06 20:27:00+03,78100
6C2BCC,2017-07-19 12:10:00+03,26000
6C2BEE,2017-07-08 04:01:00+03,129200
6C2C00,2017-07-13 13:53:00+03,21500
6C2C0C,2017-07-30 12:50:00+03,85700
6C2C27,2017-07-12 06:13:00+03,93400
6C2C47,2017-07-25 07:29:00+03,148200
6C2C71,2017-07-16 18:39:00+03,38800
6C2C76,2017-06-28 19:12:00+03,21800
6C2C7C,2017-07-30 14:57:00+03,17200
6C2C82,2017-08-02 04:34:00+03,65400
6C2C97,2017-07-05 01:36:00+03,411200
6C2D74,2017-08-05 02:24:00+03,6300
6C2D97,2017-08-03 14:44:00+03,42800
6C2DA1,2017-07-02 10:42:00+03,62600
6C2DA7,2017-07-18 03:13:00+03,31400
6C2DE8,2017-08-11 01:51:00+03,239300
6C2DFF,2017-07-16 13:01:00+03,28000
6C2E07,2017-08-02 11:22:00+03,130000
6C2E92,2017-08-05 09:27:00+03,47400
6C2F00,2017-08-03 18:26:00+03,68400
6C2F1B,2017-07-20 07:53:00+03,28800
6C2F32,2017-07-30 10:45:00+03,375200
6C2F35,2017-07-22 03:06:00+03,39300
6C2F4A,2017-07-22 18:59:00+03,23600
6C2F75,2017-07-06 09:00:00+03,54800
6C2FB2,2017-07-11 03:55:00+03,25200
6C2FF0,2017-07-16 17:30:00+03,39800
6C2FF6,2017-07-23 08:46:00+03,40400
6C303E,2017-08-05 12:23:00+03,13400
6C30B4,2017-07-20 23:51:00+03,23200
6C3129,2017-07-18 11:57:00+03,81300
6C312B,2017-07-20 17:24:00+03,89600
6C312D,2017-06-26 23:24:00+03,218200
6C313E,2017-07-02 09:11:00+03,135600
6C3165,2017-08-13 02:10:00+03,62100
6C3174,2017-07-27 20:21:00+03,24800
6C31B2,2017-07-27 03:51:00+03,154400
6C31C8,2017-06-28 20:39:00+03,27200
6C31E2,2017-07-25 06:02:00+03,27600
6C3240,2017-07-27 01:35:00+03,67000
6C3244,2017-08-09 08:01:00+03,28000
6C32AE,2017-08-10 00:09:00+03,69500
6C3344,2017-07-26 22:54:00+03,266200
6C3395,2017-07-24 00:12:00+03,132000
6C339A,2017-08-09 02:19:00+03,46900
6C33E8,2017-07-27 18:21:00+03,20400
6C33EF,2017-07-13 23:19:00+03,6800
6C3412,2017-07-06 18:51:00+03,21800
6C341A,2017-08-01 20:05:00+03,74400
6C3464,2017-07-28 13:53:00+03,201200
6C346F,2017-07-05 14:54:00+03,6600
6C3471,2017-08-08 20:53:00+03,143200
6C34B7,2017-08-05 21:22:00+03,14000
6C3508,2017-08-01 08:52:00+03,130300
6C3509,2017-07-15 18:29:00+03,117600
6C3544,2017-08-10 21:31:00+03,98100
6C3551,2017-07-25 08:08:00+03,77000
6C3565,2017-08-11 22:07:00+03,65600
6C357B,2017-08-04 19:45:00+03,75600
6C365C,2017-08-12 09:11:00+03,54000
6C368D,2017-07-02 20:55:00+03,27800
6C36A8,2017-07-19 11:21:00+03,132800
6C36BF,2017-07-07 23:33:00+03,52700
6C36EF,2017-07-22 06:58:00+03,15100
6C36F9,2017-07-10 20:38:00+03,55800
6C3719,2017-07-31 11:37:00+03,99300
6C371D,2017-07-24 09:51:00+03,29600
6C373E,2017-07-06 00:59:00+03,65500
6C3775,2017-07-05 01:32:00+03,21400
6C37D6,2017-07-31 20:44:00+03,46300
6C37E0,2017-07-16 20:38:00+03,97000
6C37F5,2017-08-15 10:06:00+03,148200
6C3810,2017-07-25 21:49:00+03,72400
6C3841,2017-07-26 02:14:00+03,41800
6C386E,2017-08-15 07:43:00+03,92800
6C3874,2017-07-23 19:18:00+03,29600
6C3894,2017-08-02 07:13:00+03,55800
6C38D4,2017-08-08 05:40:00+03,128800
6C38E1,2017-07-05 21:01:00+03,96300
6C3967,2017-07-08 13:25:00+03,128800
6C3A10,2017-07-23 05:09:00+03,187600
6C3A16,2017-08-05 11:04:00+03,59300
6C3A4F,2017-08-10 11:57:00+03,369000
6C3A73,2017-08-15 04:31:00+03,28700
6C3A7F,2017-07-25 01:01:00+03,47000
6C3B0D,2017-07-25 09:46:00+03,98800
6C3B0E,2017-07-02 08:48:00+03,58000
6C3BA5,2017-07-11 04:46:00+03,37900
6C3BCE,2017-07-23 09:46:00+03,92800
6C3BE1,2017-07-09 06:15:00+03,66300
6C3BF8,2017-07-04 03:11:00+03,248300
6C3BFD,2017-07-04 08:08:00+03,44500
6C3C28,2017-07-11 13:53:00+03,12600
6C3C94,2017-08-11 11:48:00+03,75300
6C3D39,2017-07-07 01:13:00+03,12600
6C3D3B,2017-07-29 05:45:00+03,28800
6C3D40,2017-06-29 06:03:00+03,96800
6C3D49,2017-07-20 23:55:00+03,56000
6C3D65,2017-07-28 20:16:00+03,67900
6C3DD3,2017-07-29 23:09:00+03,254900
6C3DE0,2017-07-10 05:47:00+03,33100
6C3DF9,2017-07-22 14:37:00+03,290400
6C3E05,2017-08-07 18:22:00+03,55800
6C3E85,2017-08-07 18:39:00+03,155600
6C3EAB,2017-07-14 17:59:00+03,44300
6C3ED2,2017-07-19 15:17:00+03,28000
6C3F28,2017-07-18 20:04:00+03,55800
6C3F5A,2017-07-08 08:28:00+03,22200
6C404C,2017-07-09 05:29:00+03,24400
6C4053,2017-07-15 02:04:00+03,72400
6C4081,2017-07-01 02:04:00+03,66600
6C40B5,2017-07-07 19:35:00+03,668200
6C40E2,2017-07-12 04:30:00+03,6300
6C410B,2017-08-13 09:36:00+03,81700
6C413F,2017-07-25 05:30:00+03,50600
6C414A,2017-07-20 02:20:00+03,123000
6C4154,2017-07-10 11:06:00+03,19600
6C41A8,2017-08-03 04:33:00+03,124200
6C41C4,2017-08-04 21:51:00+03,32700
6C41C8,2017-07-25 08:11:00+03,299600
6C42A2,2017-08-06 01:22:00+03,234400
6C42CB,2017-08-03 07:38:00+03,39600
6C4380,2017-07-13 19:48:00+03,25400
6C43C4,2017-08-04 00:46:00+03,113100
6C43EB,2017-07-15 11:56:00+03,29400
6C4400,2017-07-07 17:08:00+03,252200
6C4411,2017-08-15 15:11:00+03,53300
6C449D,2017-08-01 20:21:00+03,66600
6C44DC,2017-08-10 14:03:00+03,46400
6C4556,2017-07-02 19:36:00+03,25600
6C455B,2017-07-08 03:01:00+03,12600
6C457B,2017-08-10 22:13:00+03,36800
6C4581,2017-07-15 17:27:00+03,61800
6C45A4,2017-07-10 23:08:00+03,46800
6C45C8,2017-07-27 21:31:00+03,79900
6C4604,2017-07-04 08:38:00+03,52000
6C467E,2017-07-14 02:51:00+03,73600
6C46A7,2017-08-09 07:34:00+03,69100
6C46B1,2017-07-07 22:16:00+03,40800
6C46E2,2017-07-07 02:08:00+03,79600
6C46E4,2017-07-17 03:35:00+03,43200
6C46ED,2017-07-16 23:08:00+03,27400
6C4718,2017-07-06 17:24:00+03,64400
6C476E,2017-07-25 12:46:00+03,20000
6C47A3,2017-07-06 18:52:00+03,41900
6C4862,2017-08-07 03:09:00+03,133200
6C4922,2017-07-18 05:03:00+03,31000
6C4961,2017-07-15 03:13:00+03,6800
6C49C8,2017-07-27 09:44:00+03,25400
6C49D4,2017-08-10 19:02:00+03,85000
6C49D8,2017-07-04 22:31:00+03,84500
6C49E3,2017-08-01 10:34:00+03,35200
6C4A1F,2017-08-14 23:16:00+03,62700
6C4ACA,2017-07-19 19:56:00+03,63700
6C4ADC,2017-08-05 22:34:00+03,122300
6C4B02,2017-08-12 12:40:00+03,201800
6C4B3B,2017-08-01 08:02:00+03,192700
6C4BE4,2017-07-31 10:35:00+03,23400
6C4BEA,2017-07-27 16:42:00+03,46300
6C4BF2,2017-08-14 01:57:00+03,492000
6C4BF9,2017-07-07 21:34:00+03,24800
6C4C22,2017-07-06 05:08:00+03,112000
6C4C3C,2017-08-15 05:22:00+03,32700
6C4C8F,2017-07-10 09:49:00+03,46000
6C4CC5,2017-08-09 15:40:00+03,40400
6C4D1E,2017-07-21 01:34:00+03,63400
6C4D48,2017-07-13 03:21:00+03,16400
6C4D98,2017-08-05 18:41:00+03,69000
6C4DFD,2017-08-06 09:40:00+03,78100
6C4E11,2017-07-03 17:46:00+03,27900
6C4E2C,2017-07-24 02:49:00+03,28000
6C4E7C,2017-07-12 14:32:00+03,72400
6C4EF8,2017-07-01 08:14:00+03,43900
6C4F1D,2017-08-06 08:25:00+03,27200
6C4F1E,2017-08-07 01:18:00+03,111600
6C4F3C,2017-08-03 00:12:00+03,47200
6C4FD6,2017-07-15 19:17:00+03,13200
6C4FF2,2017-06-30 11:02:00+03,56100
6C5093,2017-07-15 09:59:00+03,52600
6C50C7,2017-08-14 08:08:00+03,83000
6C50EE,2017-08-04 07:17:00+03,37200
6C50F6,2017-07-16 03:25:00+03,32800
6C5128,2017-08-14 17:04:00+03,54800
6C5136,2017-07-04 06:52:00+03,6800
6C513F,2017-07-09 13:30:00+03,13600
6C517E,2017-07-14 10:08:00+03,53600
6C51A7,2017-08-13 07:58:00+03,201000
6C51D0,2017-07-17 02:51:00+03,49300
6C5291,2017-07-09 07:44:00+03,58000
6C52A1,2017-07-19 17:28:00+03,32800
6C53C7,2017-07-03 06:42:00+03,67400
6C53F6,2017-07-17 18:18:00+03,50600
6C543B,2017-07-10 18:09:00+03,25000
6C5459,2017-07-19 12:43:00+03,87700
6C54D5,2017-07-20 09:13:00+03,86300
6C54FD,2017-07-18 06:30:00+03,47000
6C5563,2017-07-31 00:31:00+03,77700
6C5585,2017-07-12 07:08:00+03,21400
6C55AB,2017-07-05 21:01:00+03,39800
6C55D2,2017-07-16 08:02:00+03,258400
6C5614,2017-07-26 04:41:00+03,32300
6C5633,2017-08-05 02:37:00+03,136000
6C5642,2017-07-11 15:47:00+03,265600
6C56A3,2017-07-21 06:30:00+03,40800
6C56DB,2017-07-27 09:20:00+03,47000
6C56F7,2017-07-20 12:39:00+03,96800
6C570E,2017-07-15 11:23:00+03,16400
6C570F,2017-07-05 21:48:00+03,15400
6C573A,2017-07-18 20:43:00+03,18000
6C573D,2017-07-03 05:21:00+03,91500
6C5766,2017-08-07 14:00:00+03,39600
6C57C3,2017-07-23 14:47:00+03,134000
6C5811,2017-08-06 19:10:00+03,123000
6C581D,2017-07-24 06:42:00+03,86800
6C5936,2017-07-23 03:48:00+03,24400
6C595E,2017-07-29 12:26:00+03,25100
6C597E,2017-07-18 09:28:00+03,184300
6C5A12,2017-07-09 07:40:00+03,34700
6C5A52,2017-07-27 14:24:00+03,25000
6C5A95,2017-07-09 23:49:00+03,43200
6C5AD8,2017-07-08 14:07:00+03,21400
6C5AE6,2017-08-04 00:41:00+03,75300
6C5AFA,2017-08-10 17:03:00+03,131100
6C5B33,2017-07-02 22:53:00+03,49500
6C5C26,2017-07-17 21:54:00+03,103900
6C5C42,2017-07-13 16:00:00+03,6000
6C5C68,2017-07-02 22:02:00+03,124200
6C5CA1,2017-07-06 00:06:00+03,46400
6C5CC1,2017-07-18 01:41:00+03,58600
6C5CDE,2017-07-22 12:08:00+03,39800
6C5D7D,2017-07-18 07:35:00+03,58200
6C5DAE,2017-08-12 21:23:00+03,18600
6C5DB2,2017-08-12 18:01:00+03,89400
6C5E1F,2017-07-16 05:07:00+03,18000
6C5E29,2017-07-20 10:33:00+03,23400
6C5E3C,2017-07-04 01:40:00+03,92800
6C5E98,2017-07-24 03:37:00+03,271100
6C5EC6,2017-07-30 16:35:00+03,23600
6C5EC7,2017-07-31 04:37:00+03,12600
6C5ED3,2017-07-06 01:52:00+03,29300
6C5F2A,2017-08-02 11:21:00+03,145400
6C5F2D,2017-07-24 07:13:00+03,6300
6C5F6C,2017-08-07 22:09:00+03,132800
6C5F97,2017-07-31 11:41:00+03,27800
6C5FCA,2017-07-25 12:31:00+03,38600
6C6046,2017-07-16 05:36:00+03,274200
6C608B,2017-07-27 07:39:00+03,13600
6C60C6,2017-07-23 18:00:00+03,53400
6C60D7,2017-07-14 23:05:00+03,34000
6C6116,2017-08-04 20:18:00+03,52000
6C6130,2017-07-13 01:14:00+03,31100
6C6133,2017-07-31 05:22:00+03,12600
6C6166,2017-07-09 04:23:00+03,58900
6C6193,2017-08-12 18:12:00+03,53300
6C6195,2017-08-06 06:44:00+03,65900
6C6199,2017-07-23 15:11:00+03,56000
6C61A6,2017-07-30 16:42:00+03,174400
6C61FA,2017-07-29 09:28:00+03,296400
6C6205,2017-07-09 12:23:00+03,181600
6C625E,2017-07-18 20:13:00+03,48800
6C62C3,2017-07-08 00:12:00+03,46400
6C62D2,2017-07-03 00:09:00+03,15800
6C63F5,2017-07-20 05:47:00+03,92400
6C649A,2017-07-07 10:24:00+03,31600
6C64B9,2017-07-19 04:46:00+03,40000
6C659B,2017-07-22 02:47:00+03,52300
6C65B7,2017-07-11 10:17:00+03,387800
6C65F9,2017-07-16 13:39:00+03,95200
6C6629,2017-08-13 23:53:00+03,56600
6C663B,2017-07-22 14:46:00+03,25200
6C669C,2017-07-27 07:42:00+03,135400
6C66C2,2017-08-07 23:07:00+03,135600
6C672F,2017-07-05 16:29:00+03,75300
6C6738,2017-07-03 08:18:00+03,23200
6C67D2,2017-08-06 20:35:00+03,331900
6C6849,2017-07-09 01:37:00+03,59800
6C68A1,2017-07-13 13:51:00+03,67200
6C68C9,2017-08-15 17:26:00+03,46300
6C68F0,2017-07-20 17:57:00+03,30400
6C693C,2017-07-22 06:17:00+03,103500
6C696C,2017-08-08 00:18:00+03,87100
6C6989,2017-08-05 07:37:00+03,25400
6C69A1,2017-08-02 08:17:00+03,73500
6C69C4,2017-07-30 18:34:00+03,25800
6C6AAE,2017-07-24 17:07:00+03,147800
6C6B5A,2017-07-23 15:50:00+03,62800
6C6B8D,2017-07-30 18:04:00+03,227500
6C6B9D,2017-07-22 01:33:00+03,56000
6C6BBE,2017-08-11 18:28:00+03,135600
6C6BBF,2017-08-13 06:42:00+03,16400
6C6BC0,2017-07-27 05:59:00+03,246000
6C6C1E,2017-07-12 07:26:00+03,56000
6C6C42,2017-07-06 22:14:00+03,185500
6C6C51,2017-07-29 17:17:00+03,21400
6C6C96,2017-07-02 12:20:00+03,131100
